id,model_name,primary_entity_type,prediction,reference_translations,reference_count,sentence_bleu,sentence_chrf,normalized_reference_exact_match
Q1044613_1,gpt4o_mini,Landmark,헬싱키 중앙 기차역의 건축 양식을 어떻게 설명하시겠습니까?,"[""헬싱키 중앙역의 건축을 어떻게 설명하시겠습니까?"", ""헬싱키 중앙역은 어떤 건축물입니까?""]",2,26.2691,70.727,False
Q1044613_1,gpt4o,Landmark,헬싱키 중앙역의 건축 양식을 어떻게 설명하시겠습니까?,"[""헬싱키 중앙역의 건축을 어떻게 설명하시겠습니까?"", ""헬싱키 중앙역은 어떤 건축물입니까?""]",2,36.5555,84.5724,False
Q1044613_1,vanilla_mt,Landmark,헬싱키 중앙철도역의 건축을 어떻게 묘사할 것인가?,"[""헬싱키 중앙역의 건축을 어떻게 설명하시겠습니까?"", ""헬싱키 중앙역은 어떤 건축물입니까?""]",2,31.2394,40.5474,False
Q1044613_2,entity_aware_mt,Landmark,헬싱키 중앙 철도역에는 얼마나 많은 플랫폼이 있습니까?,"[""헬싱키 중앙역에는 몇 개의 플랫폼이 있나요?""]",1,20.5567,33.7583,False
Q1044613_2,gpt4o_mini,Landmark,헬싱키 중앙역에는 몇 개의 플랫폼이 있나요?,"[""헬싱키 중앙역에는 몇 개의 플랫폼이 있나요?""]",1,100.0,100.0,True
Q1044613_2,gpt4o,Landmark,헬싱키 중앙역에는 몇 개의 플랫폼이 있습니까?,"[""헬싱키 중앙역에는 몇 개의 플랫폼이 있나요?""]",1,80.9107,81.5023,False
Q1044613_2,vanilla_mt,Landmark,헬싱키 중앙철도역에는 얼마나 많은 플랫폼이 있습니까?,"[""헬싱키 중앙역에는 몇 개의 플랫폼이 있나요?""]",1,24.4462,33.7583,False
Q1050014_0,entity_aware_mt,Artwork,기초와 지구는 예술 작품으로 간주되는가?,"[""파운데이션과 지구는 예술 작품으로 간주되나요?"", ""파운데이션과 지구 는 예술 작품으로 간주되나요?""]",2,50.8133,53.4556,False
Q1050014_0,gpt4o_mini,Artwork,재단과 지구는 예술 작품으로 간주될 수 있습니까?,"[""파운데이션과 지구는 예술 작품으로 간주되나요?"", ""파운데이션과 지구 는 예술 작품으로 간주되나요?""]",2,34.5721,51.7242,False
Q1050014_0,gpt4o,Artwork,파운데이션과 어스는 예술 작품으로 간주됩니까?,"[""파운데이션과 지구는 예술 작품으로 간주되나요?"", ""파운데이션과 지구 는 예술 작품으로 간주되나요?""]",2,38.6097,53.5853,False
Q1050014_0,vanilla_mt,Artwork,재단과 지구는 예술 작품으로 간주되는가?,"[""파운데이션과 지구는 예술 작품으로 간주되나요?"", ""파운데이션과 지구 는 예술 작품으로 간주되나요?""]",2,50.8133,59.0938,False
Q1050014_1,entity_aware_mt,Artwork,책 기초와 지구의 저자는 누구입니까?,"[""파운데이션과 지구라는 책의 저자는 누구인가요?"", ""파운데이션과 지구 라는 책의 저자는 누구인가요?""]",2,27.3012,23.4358,False
Q1050014_1,gpt4o_mini,Artwork,"""파운데이션과 지구""의 저자는 누구인가요?","[""파운데이션과 지구라는 책의 저자는 누구인가요?"", ""파운데이션과 지구 라는 책의 저자는 누구인가요?""]",2,36.8272,69.8978,False
Q1050014_1,gpt4o,Artwork,『파운데이션과 지구』의 저자는 누구인가요?,"[""파운데이션과 지구라는 책의 저자는 누구인가요?"", ""파운데이션과 지구 라는 책의 저자는 누구인가요?""]",2,36.8272,69.8978,False
Q1050014_1,vanilla_mt,Artwork,기초와 지구의 책의 저자는 누구입니까?,"[""파운데이션과 지구라는 책의 저자는 누구인가요?"", ""파운데이션과 지구 라는 책의 저자는 누구인가요?""]",2,35.9304,28.0613,False
Q1050014_2,entity_aware_mt,Artwork,기초와 지구의 주요 미디어는 무엇입니까?,"[""파운데이션과 지구의 주요 매체는 무엇인가요?"", ""파운데이션과 지구 의 주요 매체는 무엇인가요?""]",2,35.9304,19.8937,False
Q1050014_2,gpt4o_mini,Artwork,파운데이션과 지구의 주요 매체는 무엇인가요?,"[""파운데이션과 지구의 주요 매체는 무엇인가요?"", ""파운데이션과 지구 의 주요 매체는 무엇인가요?""]",2,100.0,100.0,True
Q1050014_2,gpt4o,Artwork,"""파운데이션과 대지""의 주된 매체는 무엇입니까?","[""파운데이션과 지구의 주요 매체는 무엇인가요?"", ""파운데이션과 지구 의 주요 매체는 무엇인가요?""]",2,27.3012,36.1069,False
Q1050014_2,vanilla_mt,Artwork,기초와 지구의 주요 미디어는 무엇입니까?,"[""파운데이션과 지구의 주요 매체는 무엇인가요?"", ""파운데이션과 지구 의 주요 매체는 무엇인가요?""]",2,35.9304,19.8937,False
Q1053156_0,entity_aware_mt,TV series,더 이상 아들 중의 주요 캐릭터는 누구입니까?,"[""이상의 아들의 주인공은 누구인가요?"", ""이상의 아들 의 주인공은 누구인가요?""]",2,18.5751,14.3137,False
Q1053156_0,gpt4o_mini,TV series,"""리소우의 아들""의 주요 캐릭터는 누구인가요?","[""이상의 아들의 주인공은 누구인가요?"", ""이상의 아들 의 주인공은 누구인가요?""]",2,27.3012,32.1976,False
Q1053156_0,gpt4o,TV series,리소우노무스코의 주요 등장인물은 누구인가요?,"[""이상의 아들의 주인공은 누구인가요?"", ""이상의 아들 의 주인공은 누구인가요?""]",2,35.9304,34.037,False
Q1053156_0,vanilla_mt,TV series,Risou no Musuko의 주요 캐릭터는 누구입니까?,"[""이상의 아들의 주인공은 누구인가요?"", ""이상의 아들 의 주인공은 누구인가요?""]",2,18.5751,7.5163,False
Q1053156_1,entity_aware_mt,TV series,얼마나 오래 TV 시리즈의 아들 이상?,"[""이상의 아들 TV 시리즈의 방영 시간은 얼마입니까?"", ""TV 시리즈 이상의 아들은 몇 편까지 있나요?"", ""이상의 아들 TV 시리즈는 얼마나 걸리나요?"", ""이상의 아들 TV 시리즈의 방영 시간은 어떻게 되나요?""]",4,33.0316,29.7051,False
Q1053156_1,gpt4o_mini,TV series,리소우의 아들 TV 시리즈는 길이가 얼마나 되나요?,"[""이상의 아들 TV 시리즈의 방영 시간은 얼마입니까?"", ""TV 시리즈 이상의 아들은 몇 편까지 있나요?"", ""이상의 아들 TV 시리즈는 얼마나 걸리나요?"", ""이상의 아들 TV 시리즈의 방영 시간은 어떻게 되나요?""]",4,38.2603,49.6634,False
Q1053156_1,gpt4o,TV series,리스의 이상적인 아들 TV 시리즈는 얼마나 긴가요?,"[""이상의 아들 TV 시리즈의 방영 시간은 얼마입니까?"", ""TV 시리즈 이상의 아들은 몇 편까지 있나요?"", ""이상의 아들 TV 시리즈는 얼마나 걸리나요?"", ""이상의 아들 TV 시리즈의 방영 시간은 어떻게 되나요?""]",4,51.6973,56.0913,False
Q1053156_1,vanilla_mt,TV series,RISU NO MUSUKO TV 시리즈는 얼마나 오래 걸리나요?,"[""이상의 아들 TV 시리즈의 방영 시간은 얼마입니까?"", ""TV 시리즈 이상의 아들은 몇 편까지 있나요?"", ""이상의 아들 TV 시리즈는 얼마나 걸리나요?"", ""이상의 아들 TV 시리즈의 방영 시간은 어떻게 되나요?""]",4,31.5598,47.8466,False
Q1053156_2,entity_aware_mt,TV series,일본에서 가장 큰 아들이 처음으로 언제 출연되었습니까?,"[""이상의 아들는 언제 일본에서 처음 방영되었나요?"", ""이상의 아들은 언제 일본에서 처음 방영되었나요?"", ""이상의 아들 는 언제 일본에서 처음 방영되었나요?""]",3,20.5567,19.0626,False
Q1053156_2,gpt4o_mini,TV series,리소우의 아들은 일본에서 처음 방송된 것이 언제인가요?,"[""이상의 아들는 언제 일본에서 처음 방영되었나요?"", ""이상의 아들은 언제 일본에서 처음 방영되었나요?"", ""이상의 아들 는 언제 일본에서 처음 방영되었나요?""]",3,26.2691,36.527,False
Q1053156_2,gpt4o,TV series,리소우노무스코는 일본에서 언제 처음 방송되었나요?,"[""이상의 아들는 언제 일본에서 처음 방영되었나요?"", ""이상의 아들은 언제 일본에서 처음 방영되었나요?"", ""이상의 아들 는 언제 일본에서 처음 방영되었나요?""]",3,26.5816,28.6821,False
Q1053156_2,vanilla_mt,TV series,리소우 노 무수코가 일본에서 처음 방송되었을 때는 언제입니까?,"[""이상의 아들는 언제 일본에서 처음 방영되었나요?"", ""이상의 아들은 언제 일본에서 처음 방영되었나요?"", ""이상의 아들 는 언제 일본에서 처음 방영되었나요?""]",3,21.1053,29.9432,False
Q1067463_0,entity_aware_mt,Place of worship,2) 어떤 종류의 장소는 쿠틀루무시우 수도원입니까?,"[""2) 쿠틀루무시우 수도원은 어떤 곳인가요?"", ""쿠틀루무시우 수도원은 어떤 곳인가요?""]",2,26.2691,44.4096,False
Q1067463_0,gpt4o_mini,Place of worship,2) 쿨투룸무시우 수도원은 어떤 종류의 장소인가요?,"[""2) 쿠틀루무시우 수도원은 어떤 곳인가요?"", ""쿠틀루무시우 수도원은 어떤 곳인가요?""]",2,31.2394,50.4174,False
Q1067463_0,gpt4o,Place of worship,2) 쿠틀루무시우 수도원은 어떤 장소인가요?,"[""2) 쿠틀루무시우 수도원은 어떤 곳인가요?"", ""쿠틀루무시우 수도원은 어떤 곳인가요?""]",2,75.9836,77.7169,False
Q1067463_0,vanilla_mt,Place of worship,2) 어떤 종류의 장소는 Koutloumousiou 수도원입니까?,"[""2) 쿠틀루무시우 수도원은 어떤 곳인가요?"", ""쿠틀루무시우 수도원은 어떤 곳인가요?""]",2,24.4462,10.3576,False
Q1067463_1,entity_aware_mt,Place of worship,1) 그리스에 있는 쿠틀루무시우 수도원은 어디에 있습니까?,"[""1) 그리스에서 쿠틀루무시우 수도원은 어디에 있습니까?"", ""쿠틀루무시우 수도원은 그리스에 어디에 있습니까?""]",2,56.2341,83.0356,False
Q1067463_1,gpt4o_mini,Place of worship,그리스의 쿠틀루무시우 수도원은 어디에 위치하고 있나요?,"[""1) 그리스에서 쿠틀루무시우 수도원은 어디에 있습니까?"", ""쿠틀루무시우 수도원은 그리스에 어디에 있습니까?""]",2,41.1134,51.8032,False
Q1067463_1,gpt4o,Place of worship,1) 쿠틀루무시우 수도원은 그리스의 어디에 위치하고 있나요?,"[""1) 그리스에서 쿠틀루무시우 수도원은 어디에 있습니까?"", ""쿠틀루무시우 수도원은 그리스에 어디에 있습니까?""]",2,27.7762,56.8088,False
Q1067463_1,vanilla_mt,Place of worship,1) 그리스에 위치한 Koutloumousiou 수도원은 어디에 있습니까?,"[""1) 그리스에서 쿠틀루무시우 수도원은 어디에 있습니까?"", ""쿠틀루무시우 수도원은 그리스에 어디에 있습니까?""]",2,38.2603,52.3412,False
Q1067463_2,entity_aware_mt,Place of worship,5) 어느 나라에 위치한 쿠틀루무시우 수도원?,"[""5) 쿠틀루무시우 수도원은 어느 나라에 있습니까?"", ""쿠틀루무시우 수도원은 어느 나라에 있습니까?""]",2,33.0316,50.8232,False
Q1067463_2,gpt4o_mini,Place of worship,Koutloumousiou 수도원은 어떤 나라에 위치해 있나요?,"[""5) 쿠틀루무시우 수도원은 어느 나라에 있습니까?"", ""쿠틀루무시우 수도원은 어느 나라에 있습니까?""]",2,24.4462,18.3513,False
Q1067463_2,gpt4o,Place of worship,5) Koutloumousiou 수도원은 어느 나라에 위치해 있습니까?,"[""5) 쿠틀루무시우 수도원은 어느 나라에 있습니까?"", ""쿠틀루무시우 수도원은 어느 나라에 있습니까?""]",2,38.2603,43.6413,False
Q1067463_2,vanilla_mt,Place of worship,5) 어느 나라에 위치한 Koutloumousiou 수도원은 무엇입니까?,"[""5) 쿠틀루무시우 수도원은 어느 나라에 있습니까?"", ""쿠틀루무시우 수도원은 어느 나라에 있습니까?""]",2,27.7762,24.9861,False
Q1074831_0,entity_aware_mt,Book series,마왕 던테는 책 시리즈 또는 TV 시리즈로 더 인기가 있습니까?,"[""마왕 단테는 책 시리즈나 TV 시리즈로 더 인기가 있나요?"", ""마왕 단테 는 책 시리즈나 TV 시리즈로 더 인기가 있나요?""]",2,38.1633,56.6635,False
Q1074831_0,gpt4o_mini,Book series,"다몬 로드 단테는 책 시리즈로 더 인기가 있나요, 아니면 TV 시리즈로 더 인기가 있나요?","[""마왕 단테는 책 시리즈나 TV 시리즈로 더 인기가 있나요?"", ""마왕 단테 는 책 시리즈나 TV 시리즈로 더 인기가 있나요?""]",2,36.4141,66.3398,False
Q1074831_0,gpt4o,Book series,《마왕 단테》는 책 시리즈와 TV 시리즈 중 어디에서 인기가 더 많은가요?,"[""마왕 단테는 책 시리즈나 TV 시리즈로 더 인기가 있나요?"", ""마왕 단테 는 책 시리즈나 TV 시리즈로 더 인기가 있나요?""]",2,14.3231,34.3743,False
Q1074831_0,vanilla_mt,Book series,Demon Lord Dante는 책 시리즈 또는 TV 시리즈로 더 인기가 있습니까?,"[""마왕 단테는 책 시리즈나 TV 시리즈로 더 인기가 있나요?"", ""마왕 단테 는 책 시리즈나 TV 시리즈로 더 인기가 있나요?""]",2,33.1808,45.8632,False
Q1074831_1,entity_aware_mt,Book series,누가 마왕 던테 맨가와 애니메이션 시리즈를 만들었습니까?,"[""누가 마왕 단테 만화와 애니메이션 시리즈를 만들었나요?""]",1,30.7394,56.639,False
Q1074831_1,gpt4o_mini,Book series,악마 군주 단테 만화 및 애니메이션 시리즈는 누구에 의해 창작되었나요?,"[""누가 마왕 단테 만화와 애니메이션 시리즈를 만들었나요?""]",1,13.9508,38.917,False
Q1074831_1,gpt4o,Book series,데몬 로드 단테 만화와 애니메이션 시리즈는 누가 만들었습니까?,"[""누가 마왕 단테 만화와 애니메이션 시리즈를 만들었나요?""]",1,31.5598,54.1157,False
Q1074831_1,vanilla_mt,Book series,누가 악마 던트 맨가와 애니메이션 시리즈를 만들었습니까?,"[""누가 마왕 단테 만화와 애니메이션 시리즈를 만들었나요?""]",1,26.2691,51.5371,False
Q1074831_2,entity_aware_mt,Book series,마왕 던테의 종류를 어떻게 묘사할 것인가?,"[""마왕 단테의 장르를 어떻게 설명하시겠습니까?"", ""마왕 단테 의 장르를 어떻게 설명하시겠습니까?""]",2,24.4462,15.0313,False
Q1074831_2,gpt4o_mini,Book series,"""데몬 로드 단테(Demon Lord Dante)""의 장르는 판타지, 액션, 공포로 설명할 수 있습니다.","[""마왕 단테의 장르를 어떻게 설명하시겠습니까?"", ""마왕 단테 의 장르를 어떻게 설명하시겠습니까?""]",2,8.7372,10.0331,False
Q1074831_2,gpt4o,Book series,데몬 로드 단테의 장르는 어떻게 설명하시겠습니까?,"[""마왕 단테의 장르를 어떻게 설명하시겠습니까?"", ""마왕 단테 의 장르를 어떻게 설명하시겠습니까?""]",2,31.2394,65.8093,False
Q1074831_2,vanilla_mt,Book series,당신은 악마 주인 던테의 종류를 어떻게 묘사 할 것인가?,"[""마왕 단테의 장르를 어떻게 설명하시겠습니까?"", ""마왕 단테 의 장르를 어떻게 설명하시겠습니까?""]",2,14.114,12.6129,False
Q1112125_0,entity_aware_mt,Place of worship,성 시미안 교회의 건축을 어떻게 묘사할 것인가?,"[""세인트 시므온 스타일라이트 교회의 건축물을 어떻게 묘사하시겠습니까?"", ""세인트 시므온 스타일라이트 교회의 건축 양식을 어떻게 설명하시겠습니까?""]",2,20.5567,23.7972,False
Q1112125_0,gpt4o_mini,Place of worship,성 시메온 스틸리테 교회의 건축 양식은 어떻게 설명할 수 있습니까?,"[""세인트 시므온 스타일라이트 교회의 건축물을 어떻게 묘사하시겠습니까?"", ""세인트 시므온 스타일라이트 교회의 건축 양식을 어떻게 설명하시겠습니까?""]",2,17.8275,31.444,False
Q1112125_0,gpt4o,Place of worship,성 시메온 스틸리테스 교회의 건축 양식은 어떻게 설명하겠습니까?,"[""세인트 시므온 스타일라이트 교회의 건축물을 어떻게 묘사하시겠습니까?"", ""세인트 시므온 스타일라이트 교회의 건축 양식을 어떻게 설명하시겠습니까?""]",2,22.6792,37.8013,False
Q1112125_0,vanilla_mt,Place of worship,세인트 시메온 스타일리트 교회의 건축을 어떻게 묘사할 것인가?,"[""세인트 시므온 스타일라이트 교회의 건축물을 어떻게 묘사하시겠습니까?"", ""세인트 시므온 스타일라이트 교회의 건축 양식을 어떻게 설명하시겠습니까?""]",2,19.0708,36.5833,False
Q1112125_1,entity_aware_mt,Place of worship,성 시미안 교회의 역사적 의미는 무엇입니까?,"[""세인트 시므온 스타일라이트 교회의 역사적 중요성은 무엇인가요?"", ""세인트 시므온 스타일라이트 교회의 역사적 의미는 무엇입니까?""]",2,52.0407,54.9863,False
Q1112125_1,gpt4o_mini,Place of worship,세인트 시메온 스텔리타 교회의 역사적 중요성은 무엇인가요?,"[""세인트 시므온 스타일라이트 교회의 역사적 중요성은 무엇인가요?"", ""세인트 시므온 스타일라이트 교회의 역사적 의미는 무엇입니까?""]",2,54.1082,62.2821,False
Q1112125_1,gpt4o,Place of worship,시메온 스틸리테스 성당의 역사적 중요성은 무엇인가요?,"[""세인트 시므온 스타일라이트 교회의 역사적 중요성은 무엇인가요?"", ""세인트 시므온 스타일라이트 교회의 역사적 의미는 무엇입니까?""]",2,34.8017,48.7754,False
Q1112125_1,vanilla_mt,Place of worship,세인트 시메온 스타일리트 교회의 역사적 의미는 무엇입니까?,"[""세인트 시므온 스타일라이트 교회의 역사적 중요성은 무엇인가요?"", ""세인트 시므온 스타일라이트 교회의 역사적 의미는 무엇입니까?""]",2,54.1082,68.274,False
Q1112125_2,entity_aware_mt,Place of worship,방문객들은 여전히 오늘 성 시미안 교회에 액세스하고 탐험 할 수 있습니까?,"[""방문객들은 오늘날에도 여전히 세인트 시므온 스타일라이트 교회에 접근하고 탐험할 수 있나요?"", ""방문객들은 오늘날에도 여전히 성 시미언 교회에 접근하고 탐험할 수 있나요?""]",2,14.9911,35.044,False
Q1112125_2,gpt4o_mini,Place of worship,오늘날 방문객들이 성 시메온 스타일리테스 교회를 여전히 접근하고 탐험할 수 있습니까?,"[""방문객들은 오늘날에도 여전히 세인트 시므온 스타일라이트 교회에 접근하고 탐험할 수 있나요?"", ""방문객들은 오늘날에도 여전히 성 시미언 교회에 접근하고 탐험할 수 있나요?""]",2,23.4624,36.0328,False
Q1112125_2,gpt4o,Place of worship,방문객들이 오늘날에도 성 시메온 스틸리테스 교회를 방문하고 탐험할 수 있나요?,"[""방문객들은 오늘날에도 여전히 세인트 시므온 스타일라이트 교회에 접근하고 탐험할 수 있나요?"", ""방문객들은 오늘날에도 여전히 성 시미언 교회에 접근하고 탐험할 수 있나요?""]",2,25.9654,41.3309,False
Q1112125_2,vanilla_mt,Place of worship,방문객들은 여전히 오늘날 성 시메온 스타일리트 교회에 액세스하고 탐험 할 수 있습니까?,"[""방문객들은 오늘날에도 여전히 세인트 시므온 스타일라이트 교회에 접근하고 탐험할 수 있나요?"", ""방문객들은 오늘날에도 여전히 성 시미언 교회에 접근하고 탐험할 수 있나요?""]",2,13.6744,33.712,False
Q111955724_0,entity_aware_mt,TV series,카르마의 세계 TV 시리즈는 언제 출시되었습니까?,"[""카르마의 세상TV 시리즈는 언제 출시되었나요?"", ""카르마의 세상 TV 시리즈는 언제 출시되었나요""]",2,43.4721,65.8093,False
Q111955724_0,gpt4o_mini,TV series,카르마의 월드 TV 시리즈는 언제 출시되었나요?,"[""카르마의 세상TV 시리즈는 언제 출시되었나요?"", ""카르마의 세상 TV 시리즈는 언제 출시되었나요""]",2,54.1082,75.6419,False
Q111955724_0,gpt4o,TV series,카르마의 세계 TV 시리즈는 언제 공개되었나요?,"[""카르마의 세상TV 시리즈는 언제 출시되었나요?"", ""카르마의 세상 TV 시리즈는 언제 출시되었나요""]",2,43.4721,54.6527,False
Q111955724_0,vanilla_mt,TV series,카르마의 세계 TV 시리즈는 언제 출시되었습니까?,"[""카르마의 세상TV 시리즈는 언제 출시되었나요?"", ""카르마의 세상 TV 시리즈는 언제 출시되었나요""]",2,43.4721,65.8093,False
Q111955724_1,entity_aware_mt,TV series,카르마의 세계 TV 시리즈의 창조자는 누구입니까?,"[""카르마의 세상TV 시리즈의 제작자는 누구인가요?"", ""카르마의 세상 TV 시리즈의 제작자는 누구인가요""]",2,31.2394,38.9362,False
Q111955724_1,gpt4o_mini,TV series,카르마의 세계 TV 시리즈의 제작자는 누구인가요?,"[""카르마의 세상TV 시리즈의 제작자는 누구인가요?"", ""카르마의 세상 TV 시리즈의 제작자는 누구인가요""]",2,54.1082,81.1344,False
Q111955724_1,gpt4o,TV series,카르마 월드 TV 시리즈의 창작자는 누구인가요?,"[""카르마의 세상TV 시리즈의 제작자는 누구인가요?"", ""카르마의 세상 TV 시리즈의 제작자는 누구인가요""]",2,31.2394,55.3751,False
Q111955724_1,vanilla_mt,TV series,카르마의 세계 TV 시리즈의 창조자는 누구입니까?,"[""카르마의 세상TV 시리즈의 제작자는 누구인가요?"", ""카르마의 세상 TV 시리즈의 제작자는 누구인가요""]",2,31.2394,38.9362,False
Q111955724_2,entity_aware_mt,TV series,카르마의 세계 TV 시리즈는 어떻게 분류 될 수 있습니까?,"[""카르마의 세상TV 시리즈는 어떻게 분류될 수 있나요?"", ""카르마의 세상 TV 시리즈는 어떻게 분류될 수 있나요""]",2,29.0715,69.3845,False
Q111955724_2,gpt4o_mini,TV series,카르마의 월드 TV 시리즈는 어떻게 분류될 수 있나요?,"[""카르마의 세상TV 시리즈는 어떻게 분류될 수 있나요?"", ""카르마의 세상 TV 시리즈는 어떻게 분류될 수 있나요""]",2,75.0624,78.118,False
Q111955724_2,gpt4o,TV series,카르마의 세계 TV 시리즈는 어떻게 분류될 수 있나요?,"[""카르마의 세상TV 시리즈는 어떻게 분류될 수 있나요?"", ""카르마의 세상 TV 시리즈는 어떻게 분류될 수 있나요""]",2,75.0624,82.1044,False
Q111955724_2,vanilla_mt,TV series,어떻게 카르마의 세계 TV 시리즈를 분류 할 수 있습니까?,"[""카르마의 세상TV 시리즈는 어떻게 분류될 수 있나요?"", ""카르마의 세상 TV 시리즈는 어떻게 분류될 수 있나요""]",2,17.7474,32.9616,False
Q1122571_0,entity_aware_mt,Movie,프라하의 봄에 주인공은 누구입니까?,"[""참을 수 없는 존재의 가벼움의 주요 배우들은 누구인가요?""]",1,11.115,7.583,False
