id,model_name,primary_entity_type,prediction,reference_translations,reference_count,sentence_bleu,sentence_chrf,normalized_reference_exact_match
Q1044613_2,gpt4o,Landmark,헬싱키 중앙역에는 몇 개의 플랫폼이 있습니까?,"[""헬싱키 중앙역에는 몇 개의 플랫폼이 있나요?""]",1,80.9107,81.5023,False
Q1044613_2,gpt4o_mini,Landmark,헬싱키 중앙역에는 몇 개의 플랫폼이 있나요?,"[""헬싱키 중앙역에는 몇 개의 플랫폼이 있나요?""]",1,100.0,100.0,True
Q1050014_0,gpt4o,Artwork,파운데이션과 어스는 예술 작품으로 간주됩니까?,"[""파운데이션과 지구는 예술 작품으로 간주되나요?"", ""파운데이션과 지구 는 예술 작품으로 간주되나요?""]",2,38.6097,53.5853,False
Q1050014_0,gpt4o_mini,Artwork,재단과 지구는 예술 작품으로 간주될 수 있습니까?,"[""파운데이션과 지구는 예술 작품으로 간주되나요?"", ""파운데이션과 지구 는 예술 작품으로 간주되나요?""]",2,34.5721,51.7242,False
Q1050014_1,gpt4o,Artwork,『파운데이션과 지구』의 저자는 누구인가요?,"[""파운데이션과 지구라는 책의 저자는 누구인가요?"", ""파운데이션과 지구 라는 책의 저자는 누구인가요?""]",2,36.8272,69.8978,False
Q1050014_1,gpt4o_mini,Artwork,"""파운데이션과 지구""의 저자는 누구인가요?","[""파운데이션과 지구라는 책의 저자는 누구인가요?"", ""파운데이션과 지구 라는 책의 저자는 누구인가요?""]",2,36.8272,69.8978,False
Q1050014_2,gpt4o,Artwork,"""파운데이션과 대지""의 주된 매체는 무엇입니까?","[""파운데이션과 지구의 주요 매체는 무엇인가요?"", ""파운데이션과 지구 의 주요 매체는 무엇인가요?""]",2,27.3012,36.1069,False
Q1050014_2,gpt4o_mini,Artwork,파운데이션과 지구의 주요 매체는 무엇인가요?,"[""파운데이션과 지구의 주요 매체는 무엇인가요?"", ""파운데이션과 지구 의 주요 매체는 무엇인가요?""]",2,100.0,100.0,True
Q1053156_0,gpt4o,TV series,리소우노무스코의 주요 등장인물은 누구인가요?,"[""이상의 아들의 주인공은 누구인가요?"", ""이상의 아들 의 주인공은 누구인가요?""]",2,35.9304,34.037,False
Q1053156_0,gpt4o_mini,TV series,"""리소우의 아들""의 주요 캐릭터는 누구인가요?","[""이상의 아들의 주인공은 누구인가요?"", ""이상의 아들 의 주인공은 누구인가요?""]",2,27.3012,32.1976,False
Q1053156_1,gpt4o,TV series,리스의 이상적인 아들 TV 시리즈는 얼마나 긴가요?,"[""이상의 아들 TV 시리즈의 방영 시간은 얼마입니까?"", ""TV 시리즈 이상의 아들은 몇 편까지 있나요?"", ""이상의 아들 TV 시리즈는 얼마나 걸리나요?"", ""이상의 아들 TV 시리즈의 방영 시간은 어떻게 되나요?""]",4,51.6973,56.0913,False
Q1053156_1,gpt4o_mini,TV series,리소우의 아들 TV 시리즈는 길이가 얼마나 되나요?,"[""이상의 아들 TV 시리즈의 방영 시간은 얼마입니까?"", ""TV 시리즈 이상의 아들은 몇 편까지 있나요?"", ""이상의 아들 TV 시리즈는 얼마나 걸리나요?"", ""이상의 아들 TV 시리즈의 방영 시간은 어떻게 되나요?""]",4,38.2603,49.6634,False
Q1053156_2,gpt4o,TV series,리소우노무스코는 일본에서 언제 처음 방송되었나요?,"[""이상의 아들는 언제 일본에서 처음 방영되었나요?"", ""이상의 아들은 언제 일본에서 처음 방영되었나요?"", ""이상의 아들 는 언제 일본에서 처음 방영되었나요?""]",3,26.5816,28.6821,False
Q1053156_2,gpt4o_mini,TV series,리소우의 아들은 일본에서 처음 방송된 것이 언제인가요?,"[""이상의 아들는 언제 일본에서 처음 방영되었나요?"", ""이상의 아들은 언제 일본에서 처음 방영되었나요?"", ""이상의 아들 는 언제 일본에서 처음 방영되었나요?""]",3,26.2691,36.527,False
Q1067463_0,gpt4o,Place of worship,2) 쿠틀루무시우 수도원은 어떤 장소인가요?,"[""2) 쿠틀루무시우 수도원은 어떤 곳인가요?"", ""쿠틀루무시우 수도원은 어떤 곳인가요?""]",2,75.9836,77.7169,False
Q1067463_0,gpt4o_mini,Place of worship,2) 쿨투룸무시우 수도원은 어떤 종류의 장소인가요?,"[""2) 쿠틀루무시우 수도원은 어떤 곳인가요?"", ""쿠틀루무시우 수도원은 어떤 곳인가요?""]",2,31.2394,50.4174,False
Q1067463_1,gpt4o,Place of worship,1) 쿠틀루무시우 수도원은 그리스의 어디에 위치하고 있나요?,"[""1) 그리스에서 쿠틀루무시우 수도원은 어디에 있습니까?"", ""쿠틀루무시우 수도원은 그리스에 어디에 있습니까?""]",2,27.7762,56.8088,False
Q1067463_1,gpt4o_mini,Place of worship,그리스의 쿠틀루무시우 수도원은 어디에 위치하고 있나요?,"[""1) 그리스에서 쿠틀루무시우 수도원은 어디에 있습니까?"", ""쿠틀루무시우 수도원은 그리스에 어디에 있습니까?""]",2,41.1134,51.8032,False
Q1067463_2,gpt4o,Place of worship,5) Koutloumousiou 수도원은 어느 나라에 위치해 있습니까?,"[""5) 쿠틀루무시우 수도원은 어느 나라에 있습니까?"", ""쿠틀루무시우 수도원은 어느 나라에 있습니까?""]",2,38.2603,43.6413,False
Q1067463_2,gpt4o_mini,Place of worship,Koutloumousiou 수도원은 어떤 나라에 위치해 있나요?,"[""5) 쿠틀루무시우 수도원은 어느 나라에 있습니까?"", ""쿠틀루무시우 수도원은 어느 나라에 있습니까?""]",2,24.4462,18.3513,False
Q1074831_0,gpt4o,Book series,《마왕 단테》는 책 시리즈와 TV 시리즈 중 어디에서 인기가 더 많은가요?,"[""마왕 단테는 책 시리즈나 TV 시리즈로 더 인기가 있나요?"", ""마왕 단테 는 책 시리즈나 TV 시리즈로 더 인기가 있나요?""]",2,14.3231,34.3743,False
Q1074831_0,gpt4o_mini,Book series,"다몬 로드 단테는 책 시리즈로 더 인기가 있나요, 아니면 TV 시리즈로 더 인기가 있나요?","[""마왕 단테는 책 시리즈나 TV 시리즈로 더 인기가 있나요?"", ""마왕 단테 는 책 시리즈나 TV 시리즈로 더 인기가 있나요?""]",2,36.4141,66.3398,False
Q1074831_1,gpt4o,Book series,데몬 로드 단테 만화와 애니메이션 시리즈는 누가 만들었습니까?,"[""누가 마왕 단테 만화와 애니메이션 시리즈를 만들었나요?""]",1,31.5598,54.1157,False
Q1074831_1,gpt4o_mini,Book series,악마 군주 단테 만화 및 애니메이션 시리즈는 누구에 의해 창작되었나요?,"[""누가 마왕 단테 만화와 애니메이션 시리즈를 만들었나요?""]",1,13.9508,38.917,False
Q1074831_2,gpt4o,Book series,데몬 로드 단테의 장르는 어떻게 설명하시겠습니까?,"[""마왕 단테의 장르를 어떻게 설명하시겠습니까?"", ""마왕 단테 의 장르를 어떻게 설명하시겠습니까?""]",2,31.2394,65.8093,False
Q1074831_2,gpt4o_mini,Book series,"""데몬 로드 단테(Demon Lord Dante)""의 장르는 판타지, 액션, 공포로 설명할 수 있습니다.","[""마왕 단테의 장르를 어떻게 설명하시겠습니까?"", ""마왕 단테 의 장르를 어떻게 설명하시겠습니까?""]",2,8.7372,10.0331,False
Q1112125_0,gpt4o,Place of worship,성 시메온 스틸리테스 교회의 건축 양식은 어떻게 설명하겠습니까?,"[""세인트 시므온 스타일라이트 교회의 건축물을 어떻게 묘사하시겠습니까?"", ""세인트 시므온 스타일라이트 교회의 건축 양식을 어떻게 설명하시겠습니까?""]",2,22.6792,37.8013,False
Q1112125_0,gpt4o_mini,Place of worship,성 시메온 스틸리테 교회의 건축 양식은 어떻게 설명할 수 있습니까?,"[""세인트 시므온 스타일라이트 교회의 건축물을 어떻게 묘사하시겠습니까?"", ""세인트 시므온 스타일라이트 교회의 건축 양식을 어떻게 설명하시겠습니까?""]",2,17.8275,31.444,False
Q1112125_1,gpt4o,Place of worship,시메온 스틸리테스 성당의 역사적 중요성은 무엇인가요?,"[""세인트 시므온 스타일라이트 교회의 역사적 중요성은 무엇인가요?"", ""세인트 시므온 스타일라이트 교회의 역사적 의미는 무엇입니까?""]",2,34.8017,48.7754,False
Q1112125_1,gpt4o_mini,Place of worship,세인트 시메온 스텔리타 교회의 역사적 중요성은 무엇인가요?,"[""세인트 시므온 스타일라이트 교회의 역사적 중요성은 무엇인가요?"", ""세인트 시므온 스타일라이트 교회의 역사적 의미는 무엇입니까?""]",2,54.1082,62.2821,False
Q1112125_2,gpt4o,Place of worship,방문객들이 오늘날에도 성 시메온 스틸리테스 교회를 방문하고 탐험할 수 있나요?,"[""방문객들은 오늘날에도 여전히 세인트 시므온 스타일라이트 교회에 접근하고 탐험할 수 있나요?"", ""방문객들은 오늘날에도 여전히 성 시미언 교회에 접근하고 탐험할 수 있나요?""]",2,25.9654,41.3309,False
Q1112125_2,gpt4o_mini,Place of worship,오늘날 방문객들이 성 시메온 스타일리테스 교회를 여전히 접근하고 탐험할 수 있습니까?,"[""방문객들은 오늘날에도 여전히 세인트 시므온 스타일라이트 교회에 접근하고 탐험할 수 있나요?"", ""방문객들은 오늘날에도 여전히 성 시미언 교회에 접근하고 탐험할 수 있나요?""]",2,23.4624,36.0328,False
Q111955724_0,gpt4o,TV series,카르마의 세계 TV 시리즈는 언제 공개되었나요?,"[""카르마의 세상TV 시리즈는 언제 출시되었나요?"", ""카르마의 세상 TV 시리즈는 언제 출시되었나요""]",2,43.4721,54.6527,False
Q111955724_0,gpt4o_mini,TV series,카르마의 월드 TV 시리즈는 언제 출시되었나요?,"[""카르마의 세상TV 시리즈는 언제 출시되었나요?"", ""카르마의 세상 TV 시리즈는 언제 출시되었나요""]",2,54.1082,75.6419,False
Q111955724_1,gpt4o,TV series,카르마 월드 TV 시리즈의 창작자는 누구인가요?,"[""카르마의 세상TV 시리즈의 제작자는 누구인가요?"", ""카르마의 세상 TV 시리즈의 제작자는 누구인가요""]",2,31.2394,55.3751,False
Q111955724_1,gpt4o_mini,TV series,카르마의 세계 TV 시리즈의 제작자는 누구인가요?,"[""카르마의 세상TV 시리즈의 제작자는 누구인가요?"", ""카르마의 세상 TV 시리즈의 제작자는 누구인가요""]",2,54.1082,81.1344,False
Q111955724_2,gpt4o,TV series,카르마의 세계 TV 시리즈는 어떻게 분류될 수 있나요?,"[""카르마의 세상TV 시리즈는 어떻게 분류될 수 있나요?"", ""카르마의 세상 TV 시리즈는 어떻게 분류될 수 있나요""]",2,75.0624,82.1044,False
Q111955724_2,gpt4o_mini,TV series,카르마의 월드 TV 시리즈는 어떻게 분류될 수 있나요?,"[""카르마의 세상TV 시리즈는 어떻게 분류될 수 있나요?"", ""카르마의 세상 TV 시리즈는 어떻게 분류될 수 있나요""]",2,75.0624,78.118,False
Q1122571_0,gpt4o,Movie,"""참을 수 없는 존재의 가벼움""의 주요 배우는 누구인가요?","[""참을 수 없는 존재의 가벼움의 주요 배우들은 누구인가요?""]",1,33.0316,65.3603,False
Q1122571_0,gpt4o_mini,Movie,"""참을 수 없는 존재의 가벼움""의 주요 배우는 누구인가요?","[""참을 수 없는 존재의 가벼움의 주요 배우들은 누구인가요?""]",1,33.0316,65.3603,False
Q1122571_1,gpt4o,Movie,《참을 수 없는 존재의 가벼움》은 어느 해에 출시되었습니까?,"[""참을 수 없는 존재의 가벼움은 몇 년도에 출시되었나요?""]",1,29.8475,52.5653,False
Q1122571_1,gpt4o_mini,Movie,"""The Unbearable Lightness of Being""는 어떤 해에 개봉되었나요?","[""참을 수 없는 존재의 가벼움은 몇 년도에 출시되었나요?""]",1,13.4851,10.9986,False
Q1122571_2,gpt4o,Movie,「참을 수 없는 존재의 가벼움」의 장르는 무엇인가요?,"[""참을 수 없는 존재의 가벼움의 장르는 무엇인가요?""]",1,41.1134,83.7008,True
Q1122571_2,gpt4o_mini,Movie,《참을 수 없는 존재의 가벼움》의 장르는 무엇인가요?,"[""참을 수 없는 존재의 가벼움의 장르는 무엇인가요?""]",1,41.1134,83.7008,True
Q11271903_0,gpt4o,Fictional entity,주스 오르티즈는 실존 인물이 아닌 가상 인물입니다.,"[""주스 오티즈는 실제 인물인가요 아니면 가상의 캐릭터인가요?"", ""주스 오티즈는 실존 인물입니까 아니면 허구의 인물입니까?"", ""주스 오티즈는 실제 인물인가요, 아니면 가상의 캐릭터인가요?""]",3,20.5567,32.0963,False
Q11271903_0,gpt4o_mini,Fictional entity,"주스 오르티즈는 실제 인물인가요, 아니면 허구의 캐릭터인가요?","[""주스 오티즈는 실제 인물인가요 아니면 가상의 캐릭터인가요?"", ""주스 오티즈는 실존 인물입니까 아니면 허구의 인물입니까?"", ""주스 오티즈는 실제 인물인가요, 아니면 가상의 캐릭터인가요?""]",3,42.7287,71.9654,False
Q11271903_1,gpt4o,Fictional entity,가상의 캐릭터 주스 오르티즈는 어떤 텔레비전 시리즈에 등장하나요?,"[""가상의 캐릭터 주스 오티즈는 어떤 텔레비전 시리즈에 출연하나요?"", ""가상의 인물인 주스 오티즈가 등장하는 텔레비전 시리즈는 무엇입니까?"", ""가상의 캐릭터 주스 오티즈는 어떤 텔레비전 시리즈에 등장하나요?""]",3,59.6949,89.0024,False
Q11271903_1,gpt4o_mini,Fictional entity,"""주스 오르티즈""라는 가상의 캐릭터는 어떤 TV 시리즈에 등장하나요?","[""가상의 캐릭터 주스 오티즈는 어떤 텔레비전 시리즈에 출연하나요?"", ""가상의 인물인 주스 오티즈가 등장하는 텔레비전 시리즈는 무엇입니까?"", ""가상의 캐릭터 주스 오티즈는 어떤 텔레비전 시리즈에 등장하나요?""]",3,23.9803,50.3991,False
Q11271903_2,gpt4o,Fictional entity,"주스 오르티즈의 역할은 ""선즈 오브 아나키""에서 범죄 오토바이 클럽의 구성원입니다.","[""Sons of Anarchy에서 주스 오티즈의 역할은 무엇인가요?""]",1,13.9508,16.6675,False
Q11271903_2,gpt4o_mini,Fictional entity,"주스 오르티즈는 ""최악의 폭력""에서 중요한 역할을 맡고 있습니다.","[""Sons of Anarchy에서 주스 오티즈의 역할은 무엇인가요?""]",1,16.0366,9.6452,False
Q1133767_0,gpt4o,Book,DIN 커넥터는 쉽게 설치 및 제거할 수 있습니까?,"[""DIN 단자를 쉽게 설치하고 제거할 수 있나요?"", ""DIN 커넥터를 쉽게 설치하고 제거할 수 있나요?""]",2,23.9803,40.1315,False
Q1133767_0,gpt4o_mini,Book,DIN 커넥터는 쉽게 설치하고 제거할 수 있습니까?,"[""DIN 단자를 쉽게 설치하고 제거할 수 있나요?"", ""DIN 커넥터를 쉽게 설치하고 제거할 수 있나요?""]",2,54.1082,63.8077,False
Q1133767_1,gpt4o,Book,DIN 커넥터는 다른 종류의 커넥터와 어떻게 다른가요?,"[""DIN 단자는 다른 종류의 커넥터와 어떻게 다른가요?"", ""DIN 단자 o는 다른 유형의 커넥터와 어떻게 다른가요?"", ""DIN 커넥터는 다른 유형의 커넥터들과 어떻게 다른가요?""]",3,84.0896,79.149,False
Q1133767_1,gpt4o_mini,Book,DIN 커넥터는 다른 유형의 커넥터와 어떻게 다릅니까?,"[""DIN 단자는 다른 종류의 커넥터와 어떻게 다른가요?"", ""DIN 단자 o는 다른 유형의 커넥터와 어떻게 다른가요?"", ""DIN 커넥터는 다른 유형의 커넥터들과 어떻게 다른가요?""]",3,78.2542,63.481,False
Q1133767_2,gpt4o,Book,DIN 커넥터의 일반적인 용도는 무엇인가요?,"[""DIN 단자의 일반적인 용도는 무엇인가요?"", ""DIN 단자 의 일반적인 용도는 무엇인가요?"", ""DIN 커넥터의 일반적인 용도는 무엇인가요?""]",3,100.0,100.0,True
Q1133767_2,gpt4o_mini,Book,DIN 커넥터의 일반적인 용도는 무엇인가요?,"[""DIN 단자의 일반적인 용도는 무엇인가요?"", ""DIN 단자 의 일반적인 용도는 무엇인가요?"", ""DIN 커넥터의 일반적인 용도는 무엇인가요?""]",3,100.0,100.0,True
Q1140935_0,gpt4o,Movie,샬로우 할의 공동 감독은 누구인가요?,"[""내겐 너무 가벼운 그녀의 공동 감독은 누구인가요?"", ""내겐 너무 가벼운 그녀내겐 너무 가벼운 그녀"", ""내겐 너무 가벼운 그녀의 공동 감독은 누구입니까?""]",3,34.0612,53.843,False
Q1140935_0,gpt4o_mini,Movie,"""Shallow Hal""의 공동 감독은 누구인가요?","[""내겐 너무 가벼운 그녀의 공동 감독은 누구인가요?"", ""내겐 너무 가벼운 그녀내겐 너무 가벼운 그녀"", ""내겐 너무 가벼운 그녀의 공동 감독은 누구입니까?""]",3,34.0612,49.3307,False
Q1140935_1,gpt4o,Movie,'S샬로우 할'은 어느 해에 개봉했나요?,"[""내겐 너무 가벼운 그녀는 몇 년도에 개봉되었나요?"", ""내겐 너무 가벼운 그녀 은 몇 년도에 출시되었나요?"", ""내겐 너무 가벼운 그녀은 몇 년도에 출시되었습니까?""]",3,15.3889,10.15,False
Q1140935_1,gpt4o_mini,Movie,"""셔로우 할""은 2001년에 개봉되었습니다.","[""내겐 너무 가벼운 그녀는 몇 년도에 개봉되었나요?"", ""내겐 너무 가벼운 그녀 은 몇 년도에 출시되었나요?"", ""내겐 너무 가벼운 그녀은 몇 년도에 출시되었습니까?""]",3,14.272,13.5591,False
Q1140935_2,gpt4o,Movie,영화 샬로우 할의 장르는 무엇입니까?,"[""영화 내겐 너무 가벼운 그녀의 장르는 무엇인가요?"", ""영화 내겐 너무 가벼운 그녀 의 장르는 무엇인가요?"", ""영화 내겐 너무 가벼운 그녀 의 장르는 무엇입니까?""]",3,25.8809,44.8476,False
Q1140935_2,gpt4o_mini,Movie,"영화 ""샬로우 할""의 장르는 무엇인가요?","[""영화 내겐 너무 가벼운 그녀의 장르는 무엇인가요?"", ""영화 내겐 너무 가벼운 그녀 의 장르는 무엇인가요?"", ""영화 내겐 너무 가벼운 그녀 의 장르는 무엇입니까?""]",3,25.8809,43.8552,False
Q1141254_0,gpt4o,Fictional entity,당신은 황금의 심장 우주선의 외관을 묘사할 수 있습니까?,"[""순수한 마음우주선의 모습을 설명해줄 수 있나요?""]",1,16.0366,12.7774,False
Q1141254_0,gpt4o_mini,Fictional entity,금의 심장 우주선의 외형을 설명해 주실 수 있나요?,"[""순수한 마음우주선의 모습을 설명해줄 수 있나요?""]",1,21.1053,29.4752,False
Q1141254_1,gpt4o,Fictional entity,"소설 ""Hitchhiker's Guide to the Galaxy""에 등장하는 Heart of Gold 우주선의 저자는 더글러스 애덤스입니다.","[""순수한 마음우주선을 특징으로 하는 소설의 저자는 누구입니까?""]",1,8.8394,12.2193,False
Q1141254_1,gpt4o_mini,Fictional entity,하트 오브 골드 우주선이 등장하는 소설의 작가는 누구인가요?,"[""순수한 마음우주선을 특징으로 하는 소설의 저자는 누구입니까?""]",1,16.0366,18.1224,False
Q1141254_2,gpt4o,Fictional entity,"주인공들의 여정에서 ""하트 오브 골드""는 어떤 목적을 제공합니까?","[""순수한 마음호 은 그 책의 주인공들의 여정에서 어떤 목적을 했나요?"", ""순수한 마음호은 그 책의 주인공들의 여정에서 어떤 목적을 했나요?""]",2,23.4202,34.8763,False
Q1141254_2,gpt4o_mini,Fictional entity,주인공들의 여정에서 골드 하트는 어떤 목적을 가지고 있나요?,"[""순수한 마음호 은 그 책의 주인공들의 여정에서 어떤 목적을 했나요?"", ""순수한 마음호은 그 책의 주인공들의 여정에서 어떤 목적을 했나요?""]",2,23.4202,38.8063,False
Q1146619_0,gpt4o,Place of worship,한산사는 어느 성에 위치해 있나요?,"[""한산사는 어느 지방에 있나요"", ""한산사은 어느 지방에 위치해 있나요?"", ""한산사 은 어느 지방에 위치해 있나요?""]",3,45.1801,50.2182,False
Q1146619_0,gpt4o_mini,Place of worship,한산사(한산사)는 어느 지방에 위치해 있나요?,"[""한산사는 어느 지방에 있나요"", ""한산사은 어느 지방에 위치해 있나요?"", ""한산사 은 어느 지방에 위치해 있나요?""]",3,75.9836,71.1627,False
Q1146619_1,gpt4o,Place of worship,한산사는 어떤 곳인가요?,"[""한산사는 어떤 곳인가요?"", ""한산사은 어떤 종류의 장소인가요?"", ""한산사 은 어떤 종류의 장소인가요?""]",3,0.0,100.0,True
Q1146619_1,gpt4o_mini,Place of worship,한산 사원은 어떤 곳인가요?,"[""한산사는 어떤 곳인가요?"", ""한산사은 어떤 종류의 장소인가요?"", ""한산사 은 어떤 종류의 장소인가요?""]",3,47.2871,59.2733,False
Q1146619_2,gpt4o,Place of worship,중국 문화에서 한산사(寒山寺)의 중요성은 무엇인가요?,"[""중국 문화에서 한산사가 지니는 의미는 무엇인가요?"", ""중국 문화에서 한산사의 의미는 무엇인가요?"", ""중국 문화에서 한산사 의 의미는 무엇인가요?""]",3,38.6097,55.9643,False
Q1146619_2,gpt4o_mini,Place of worship,한산 사원의 중국 문화에서의 중요성은 무엇인가요?,"[""중국 문화에서 한산사가 지니는 의미는 무엇인가요?"", ""중국 문화에서 한산사의 의미는 무엇인가요?"", ""중국 문화에서 한산사 의 의미는 무엇인가요?""]",3,24.4462,46.3119,False
Q114729513_0,gpt4o,TV series,"""모든 것이 구원을 부른다""는 TV 시리즈의 줄거리는 주인공인 다닐레가 자신의 의지와는 무관하게 정신과 병원에 일주일간 입원하게 되는 이야기를 다룹니다. 그는 다양한 정신적 문제를 가진 사람들과 함께 시간을 보내면서 자신과 타인의 내면 깊은 곳을 탐구하고 치유의 과정에 대해 배웁니다. 이 경험을 통해 다닐레는 삶의 의미와 구원의 가능성을 새롭게 발견하게 됩니다.","[""2022년 TV 시리즈 모두가 구원을 바란다 의 줄거리는 무엇인가요?"", ""2022년 TV 시리즈 모두가 구원을 바란다의 줄거리는 무엇인가요?""]",2,2.9167,13.2895,False
Q114729513_0,gpt4o_mini,TV series,2022년 TV 시리즈 《모든 것은 구원을 요구한다》의 줄거리는 무엇인가요?,"[""2022년 TV 시리즈 모두가 구원을 바란다 의 줄거리는 무엇인가요?"", ""2022년 TV 시리즈 모두가 구원을 바란다의 줄거리는 무엇인가요?""]",2,32.4668,60.4142,False
Q114729513_1,gpt4o,TV series,"이탈리아 텔레비전 시리즈 ""Everything Calls for Salvation""은 언제 개봉되었습니까?","[""이탈리아 텔레비전 시리즈 모두가 구원을 바란다 은 언제 출시되었나요?"", ""이탈리아 텔레비전 시리즈 모두가 구원을 바란다은 언제 출시되었나요?""]",2,27.7762,31.548,False
Q114729513_1,gpt4o_mini,TV series,이탈리아 텔레비전 시리즈 '모든 것이 구원을 요구할 때'는 언제 방영되었나요?,"[""이탈리아 텔레비전 시리즈 모두가 구원을 바란다 은 언제 출시되었나요?"", ""이탈리아 텔레비전 시리즈 모두가 구원을 바란다은 언제 출시되었나요?""]",2,25.9654,43.782,False
Q114729513_2,gpt4o,TV series,"TV 시리즈 ""모든 것이 구원을 부른다""의 주요 캐릭터는 누구입니까?","[""TV 시리즈 모두가 구원을 바란다 의 주인공은 누구인가요?"", ""TV 시리즈 모두가 구원을 바란다의 주인공은 누구인가요?""]",2,19.9602,20.5744,False
Q114729513_2,gpt4o_mini,TV series,TV 시리즈 '모든 것들이 구원을 요구할 때'의 주요 등장인물은 누구인가요?,"[""TV 시리즈 모두가 구원을 바란다 의 주인공은 누구인가요?"", ""TV 시리즈 모두가 구원을 바란다의 주인공은 누구인가요?""]",2,18.8503,35.1962,False
Q1147583_0,gpt4o,Artwork,인간 실격,"[""인간 실격라는 책의 주제는 무엇인가요"", ""인간 실격 라는 책의 주제는 무엇인가요?""]",2,0.0,13.3161,False
Q1147583_0,gpt4o_mini,Artwork,'인간 존재의 정체성'이 주제입니다.,"[""인간 실격라는 책의 주제는 무엇인가요"", ""인간 실격 라는 책의 주제는 무엇인가요?""]",2,23.5305,7.337,False
Q1147583_1,gpt4o,Artwork,소설 '인간 실격'의 저자는 누구입니까?,"[""소설 인간 실격의 작가는 누구인가요"", ""소설 인간 실격의 작가는 누구인가요?""]",2,27.3012,22.5323,False
Q1147583_1,gpt4o_mini,Artwork,소설 '인간실격'의 저자는 누구인가요?,"[""소설 인간 실격의 작가는 누구인가요"", ""소설 인간 실격의 작가는 누구인가요?""]",2,30.9679,46.3271,False
Q1147583_2,gpt4o,Artwork,인간 실격은 어떤 종류의 예술 작품인가요?,"[""인간 실격는 어떤 종류의 작품인가요"", ""인간 실격는 어떤 종류의 작품인가요?""]",2,33.0316,51.6045,False
Q1147583_2,gpt4o_mini,Artwork,『노르가 인간』은 어떤 종류의 예술 작품인가요?,"[""인간 실격는 어떤 종류의 작품인가요"", ""인간 실격는 어떤 종류의 작품인가요?""]",2,31.2394,42.127,False
