id,model_name,primary_entity_type,prediction,primary_reference_mention,reference_mentions,primary_mention_exact_match,any_reference_mention_exact_match,primary_mention_normalized_match,any_reference_mention_normalized_match,mention_substring_recall_proxy
Q1053156_1,gpt4o_mini,TV series,리소우의 아들 TV 시리즈는 길이가 얼마나 되나요?,이상의 아들,"[""이상의 아들"", ""이상의 아들"", ""이상의 아들"", ""이상의 아들""]",False,False,False,False,0.6
Q1053156_2,gpt4o,TV series,리소우노무스코는 일본에서 언제 처음 방송되었나요?,이상의 아들,"[""이상의 아들"", ""이상의 아들"", ""이상의 아들""]",False,False,False,False,0.0
Q1053156_2,gpt4o_mini,TV series,리소우의 아들은 일본에서 처음 방송된 것이 언제인가요?,이상의 아들,"[""이상의 아들"", ""이상의 아들"", ""이상의 아들""]",False,False,False,False,0.6
Q1067463_0,gpt4o,Place of worship,2) 쿠틀루무시우 수도원은 어떤 장소인가요?,쿠틀루무시우 수도원,"[""쿠틀루무시우 수도원"", ""쿠틀루무시우 수도원""]",True,True,True,True,1.0
Q1067463_0,gpt4o_mini,Place of worship,2) 쿨투룸무시우 수도원은 어떤 종류의 장소인가요?,쿠틀루무시우 수도원,"[""쿠틀루무시우 수도원"", ""쿠틀루무시우 수도원""]",False,False,False,False,0.6667
Q1067463_1,gpt4o,Place of worship,1) 쿠틀루무시우 수도원은 그리스의 어디에 위치하고 있나요?,쿠틀루무시우 수도원,"[""쿠틀루무시우 수도원"", ""쿠틀루무시우 수도원""]",True,True,True,True,1.0
Q1067463_1,gpt4o_mini,Place of worship,그리스의 쿠틀루무시우 수도원은 어디에 위치하고 있나요?,쿠틀루무시우 수도원,"[""쿠틀루무시우 수도원"", ""쿠틀루무시우 수도원""]",True,True,True,True,1.0
Q1067463_2,gpt4o,Place of worship,5) Koutloumousiou 수도원은 어느 나라에 위치해 있습니까?,쿠틀루무시우 수도원,"[""쿠틀루무시우 수도원"", ""쿠틀루무시우 수도원""]",False,False,False,False,0.3333
Q1067463_2,gpt4o_mini,Place of worship,Koutloumousiou 수도원은 어떤 나라에 위치해 있나요?,쿠틀루무시우 수도원,"[""쿠틀루무시우 수도원"", ""쿠틀루무시우 수도원""]",False,False,False,False,0.3333
Q1074831_0,gpt4o,Book series,《마왕 단테》는 책 시리즈와 TV 시리즈 중 어디에서 인기가 더 많은가요?,마왕 단테,"[""마왕 단테"", ""마왕 단테""]",True,True,True,True,1.0
Q1074831_0,gpt4o_mini,Book series,"다몬 로드 단테는 책 시리즈로 더 인기가 있나요, 아니면 TV 시리즈로 더 인기가 있나요?",마왕 단테,"[""마왕 단테"", ""마왕 단테""]",False,False,False,False,0.5
Q1074831_1,gpt4o,Book series,데몬 로드 단테 만화와 애니메이션 시리즈는 누가 만들었습니까?,마왕 단테,"[""마왕 단테""]",False,False,False,False,0.5
Q1074831_1,gpt4o_mini,Book series,악마 군주 단테 만화 및 애니메이션 시리즈는 누구에 의해 창작되었나요?,마왕 단테,"[""마왕 단테""]",False,False,False,False,0.5
Q1074831_2,gpt4o,Book series,데몬 로드 단테의 장르는 어떻게 설명하시겠습니까?,마왕 단테,"[""마왕 단테"", ""마왕 단테""]",False,False,False,False,0.5
Q1074831_2,gpt4o_mini,Book series,"""데몬 로드 단테(Demon Lord Dante)""의 장르는 판타지, 액션, 공포로 설명할 수 있습니다.",마왕 단테,"[""마왕 단테"", ""마왕 단테""]",False,False,False,False,0.5
Q1112125_0,gpt4o,Place of worship,성 시메온 스틸리테스 교회의 건축 양식은 어떻게 설명하겠습니까?,세인트 시므온 스타일라이트 교회,"[""세인트 시므온 스타일라이트 교회"", ""세인트 시므온 스타일라이트 교회""]",False,False,False,False,0.1429
Q1112125_0,gpt4o_mini,Place of worship,성 시메온 스틸리테 교회의 건축 양식은 어떻게 설명할 수 있습니까?,세인트 시므온 스타일라이트 교회,"[""세인트 시므온 스타일라이트 교회"", ""세인트 시므온 스타일라이트 교회""]",False,False,False,False,0.1429
Q1112125_1,gpt4o,Place of worship,시메온 스틸리테스 성당의 역사적 중요성은 무엇인가요?,세인트 시므온 스타일라이트 교회,"[""세인트 시므온 스타일라이트 교회"", ""세인트 시므온 스타일라이트 교회""]",False,False,False,False,0.1429
Q1112125_1,gpt4o_mini,Place of worship,세인트 시메온 스텔리타 교회의 역사적 중요성은 무엇인가요?,세인트 시므온 스타일라이트 교회,"[""세인트 시므온 스타일라이트 교회"", ""세인트 시므온 스타일라이트 교회""]",False,False,False,False,0.2857
Q1112125_2,gpt4o,Place of worship,방문객들이 오늘날에도 성 시메온 스틸리테스 교회를 방문하고 탐험할 수 있나요?,세인트 시므온 스타일라이트 교회,"[""세인트 시므온 스타일라이트 교회"", ""성 시미언 교회""]",False,False,False,False,0.3333
Q1112125_2,gpt4o_mini,Place of worship,오늘날 방문객들이 성 시메온 스타일리테스 교회를 여전히 접근하고 탐험할 수 있습니까?,세인트 시므온 스타일라이트 교회,"[""세인트 시므온 스타일라이트 교회"", ""성 시미언 교회""]",False,False,False,False,0.3333
Q111955724_0,gpt4o,TV series,카르마의 세계 TV 시리즈는 언제 공개되었나요?,카르마의 세상,"[""카르마의 세상"", ""카르마의 세상""]",False,False,False,False,0.8333
Q111955724_0,gpt4o_mini,TV series,카르마의 월드 TV 시리즈는 언제 출시되었나요?,카르마의 세상,"[""카르마의 세상"", ""카르마의 세상""]",False,False,False,False,0.6667
Q111955724_1,gpt4o,TV series,카르마 월드 TV 시리즈의 창작자는 누구인가요?,카르마의 세상,"[""카르마의 세상"", ""카르마의 세상""]",False,False,False,False,0.5
Q111955724_1,gpt4o_mini,TV series,카르마의 세계 TV 시리즈의 제작자는 누구인가요?,카르마의 세상,"[""카르마의 세상"", ""카르마의 세상""]",False,False,False,False,0.8333
Q111955724_2,gpt4o,TV series,카르마의 세계 TV 시리즈는 어떻게 분류될 수 있나요?,카르마의 세상,"[""카르마의 세상"", ""카르마의 세상""]",False,False,False,False,0.8333
Q111955724_2,gpt4o_mini,TV series,카르마의 월드 TV 시리즈는 어떻게 분류될 수 있나요?,카르마의 세상,"[""카르마의 세상"", ""카르마의 세상""]",False,False,False,False,0.6667
Q1122571_0,gpt4o,Movie,"""참을 수 없는 존재의 가벼움""의 주요 배우는 누구인가요?",참을 수 없는 존재의 가벼움,"[""참을 수 없는 존재의 가벼움""]",True,True,True,True,1.0
Q1122571_0,gpt4o_mini,Movie,"""참을 수 없는 존재의 가벼움""의 주요 배우는 누구인가요?",참을 수 없는 존재의 가벼움,"[""참을 수 없는 존재의 가벼움""]",True,True,True,True,1.0
Q1122571_1,gpt4o,Movie,《참을 수 없는 존재의 가벼움》은 어느 해에 출시되었습니까?,참을 수 없는 존재의 가벼움,"[""참을 수 없는 존재의 가벼움""]",True,True,True,True,1.0
Q1122571_1,gpt4o_mini,Movie,"""The Unbearable Lightness of Being""는 어떤 해에 개봉되었나요?",참을 수 없는 존재의 가벼움,"[""참을 수 없는 존재의 가벼움""]",False,False,False,False,0.0909
Q1122571_2,gpt4o,Movie,「참을 수 없는 존재의 가벼움」의 장르는 무엇인가요?,참을 수 없는 존재의 가벼움,"[""참을 수 없는 존재의 가벼움""]",True,True,True,True,1.0
Q1122571_2,gpt4o_mini,Movie,《참을 수 없는 존재의 가벼움》의 장르는 무엇인가요?,참을 수 없는 존재의 가벼움,"[""참을 수 없는 존재의 가벼움""]",True,True,True,True,1.0
Q11271903_0,gpt4o,Fictional entity,주스 오르티즈는 실존 인물이 아닌 가상 인물입니다.,주스 오티즈,"[""주스 오티즈"", ""주스 오티즈"", ""주스 오티즈""]",False,False,False,False,0.6
Q11271903_0,gpt4o_mini,Fictional entity,"주스 오르티즈는 실제 인물인가요, 아니면 허구의 캐릭터인가요?",주스 오티즈,"[""주스 오티즈"", ""주스 오티즈"", ""주스 오티즈""]",False,False,False,False,0.6
Q11271903_1,gpt4o,Fictional entity,가상의 캐릭터 주스 오르티즈는 어떤 텔레비전 시리즈에 등장하나요?,주스 오티즈,"[""주스 오티즈"", ""주스 오티즈"", ""주스 오티즈""]",False,False,False,False,0.6
Q11271903_1,gpt4o_mini,Fictional entity,"""주스 오르티즈""라는 가상의 캐릭터는 어떤 TV 시리즈에 등장하나요?",주스 오티즈,"[""주스 오티즈"", ""주스 오티즈"", ""주스 오티즈""]",False,False,False,False,0.6
Q11271903_2,gpt4o,Fictional entity,"주스 오르티즈의 역할은 ""선즈 오브 아나키""에서 범죄 오토바이 클럽의 구성원입니다.",주스 오티즈,"[""주스 오티즈""]",False,False,False,False,0.6
Q11271903_2,gpt4o_mini,Fictional entity,"주스 오르티즈는 ""최악의 폭력""에서 중요한 역할을 맡고 있습니다.",주스 오티즈,"[""주스 오티즈""]",False,False,False,False,0.6
Q1133767_0,gpt4o,Book,DIN 커넥터는 쉽게 설치 및 제거할 수 있습니까?,DIN 단자,"[""DIN 단자"", ""DIN 커넥터""]",False,True,False,True,1.0
Q1133767_0,gpt4o_mini,Book,DIN 커넥터는 쉽게 설치하고 제거할 수 있습니까?,DIN 단자,"[""DIN 단자"", ""DIN 커넥터""]",False,True,False,True,1.0
Q1133767_1,gpt4o,Book,DIN 커넥터는 다른 종류의 커넥터와 어떻게 다른가요?,DIN 단자,"[""DIN 단자"", ""DIN 단자 o는 다른 유형의 커넥터와 어떻게 다른가요?"", ""DIN 커넥터""]",False,True,False,True,1.0
Q1133767_1,gpt4o_mini,Book,DIN 커넥터는 다른 유형의 커넥터와 어떻게 다릅니까?,DIN 단자,"[""DIN 단자"", ""DIN 단자 o는 다른 유형의 커넥터와 어떻게 다른가요?"", ""DIN 커넥터""]",False,True,False,True,1.0
Q1133767_2,gpt4o,Book,DIN 커넥터의 일반적인 용도는 무엇인가요?,DIN 단자,"[""DIN 단자"", ""DIN 단자 의 일반적인 용도는 무엇인가요?"", ""DIN 커넥터""]",False,True,False,True,1.0
Q1133767_2,gpt4o_mini,Book,DIN 커넥터의 일반적인 용도는 무엇인가요?,DIN 단자,"[""DIN 단자"", ""DIN 단자 의 일반적인 용도는 무엇인가요?"", ""DIN 커넥터""]",False,True,False,True,1.0
Q1140935_0,gpt4o,Movie,샬로우 할의 공동 감독은 누구인가요?,내겐 너무 가벼운 그녀,"[""내겐 너무 가벼운 그녀"", ""내겐 너무 가벼운 그녀"", ""내겐 너무 가벼운 그녀""]",False,False,False,False,0.1111
Q1140935_0,gpt4o_mini,Movie,"""Shallow Hal""의 공동 감독은 누구인가요?",내겐 너무 가벼운 그녀,"[""내겐 너무 가벼운 그녀"", ""내겐 너무 가벼운 그녀"", ""내겐 너무 가벼운 그녀""]",False,False,False,False,0.1111
Q1140935_1,gpt4o,Movie,'S샬로우 할'은 어느 해에 개봉했나요?,내겐 너무 가벼운 그녀,"[""내겐 너무 가벼운 그녀"", ""내겐 너무 가벼운 그녀"", ""내겐 너무 가벼운 그녀""]",False,False,False,False,0.0
Q1140935_1,gpt4o_mini,Movie,"""셔로우 할""은 2001년에 개봉되었습니다.",내겐 너무 가벼운 그녀,"[""내겐 너무 가벼운 그녀"", ""내겐 너무 가벼운 그녀"", ""내겐 너무 가벼운 그녀""]",False,False,False,False,0.0
Q1140935_2,gpt4o,Movie,영화 샬로우 할의 장르는 무엇입니까?,내겐 너무 가벼운 그녀,"[""내겐 너무 가벼운 그녀"", ""내겐 너무 가벼운 그녀"", ""내겐 너무 가벼운 그녀""]",False,False,False,False,0.1111
Q1140935_2,gpt4o_mini,Movie,"영화 ""샬로우 할""의 장르는 무엇인가요?",내겐 너무 가벼운 그녀,"[""내겐 너무 가벼운 그녀"", ""내겐 너무 가벼운 그녀"", ""내겐 너무 가벼운 그녀""]",False,False,False,False,0.1111
Q1141254_0,gpt4o,Fictional entity,당신은 황금의 심장 우주선의 외관을 묘사할 수 있습니까?,순수한 마음,"[""순수한 마음""]",False,False,False,False,0.2
Q1141254_0,gpt4o_mini,Fictional entity,금의 심장 우주선의 외형을 설명해 주실 수 있나요?,순수한 마음,"[""순수한 마음""]",False,False,False,False,0.2
Q1141254_1,gpt4o,Fictional entity,"소설 ""Hitchhiker's Guide to the Galaxy""에 등장하는 Heart of Gold 우주선의 저자는 더글러스 애덤스입니다.",순수한 마음,"[""순수한 마음""]",False,False,False,False,0.0
Q1141254_1,gpt4o_mini,Fictional entity,하트 오브 골드 우주선이 등장하는 소설의 작가는 누구인가요?,순수한 마음,"[""순수한 마음""]",False,False,False,False,0.0
Q1141254_2,gpt4o,Fictional entity,"주인공들의 여정에서 ""하트 오브 골드""는 어떤 목적을 제공합니까?",순수한 마음호,"[""순수한 마음호"", ""순수한 마음호""]",False,False,False,False,0.0
Q1141254_2,gpt4o_mini,Fictional entity,주인공들의 여정에서 골드 하트는 어떤 목적을 가지고 있나요?,순수한 마음호,"[""순수한 마음호"", ""순수한 마음호""]",False,False,False,False,0.0
Q1146619_0,gpt4o,Place of worship,한산사는 어느 성에 위치해 있나요?,한산사,"[""한산사"", ""한산사"", ""한산사""]",True,True,True,True,1.0
Q1146619_0,gpt4o_mini,Place of worship,한산사(한산사)는 어느 지방에 위치해 있나요?,한산사,"[""한산사"", ""한산사"", ""한산사""]",True,True,True,True,1.0
Q1146619_1,gpt4o,Place of worship,한산사는 어떤 곳인가요?,한산사,"[""한산사"", ""한산사"", ""한산사""]",True,True,True,True,1.0
Q1146619_1,gpt4o_mini,Place of worship,한산 사원은 어떤 곳인가요?,한산사,"[""한산사"", ""한산사"", ""한산사""]",False,False,True,True,1.0
Q1146619_2,gpt4o,Place of worship,중국 문화에서 한산사(寒山寺)의 중요성은 무엇인가요?,한산사,"[""한산사"", ""한산사"", ""한산사""]",True,True,True,True,1.0
Q1146619_2,gpt4o_mini,Place of worship,한산 사원의 중국 문화에서의 중요성은 무엇인가요?,한산사,"[""한산사"", ""한산사"", ""한산사""]",False,False,True,True,1.0
Q114729513_0,gpt4o,TV series,"""모든 것이 구원을 부른다""는 TV 시리즈의 줄거리는 주인공인 다닐레가 자신의 의지와는 무관하게 정신과 병원에 일주일간 입원하게 되는 이야기를 다룹니다. 그는 다양한 정신적 문제를 가진 사람들과 함께 시간을 보내면서 자신과 타인의 내면 깊은 곳을 탐구하고 치유의 과정에 대해 배웁니다. 이 경험을 통해 다닐레는 삶의 의미와 구원의 가능성을 새롭게 발견하게 됩니다.",모두가 구원을 바란다,"[""모두가 구원을 바란다"", ""모두가 구원을 바란다""]",False,False,False,False,0.3333
Q114729513_0,gpt4o_mini,TV series,2022년 TV 시리즈 《모든 것은 구원을 요구한다》의 줄거리는 무엇인가요?,모두가 구원을 바란다,"[""모두가 구원을 바란다"", ""모두가 구원을 바란다""]",False,False,False,False,0.3333
Q114729513_1,gpt4o,TV series,"이탈리아 텔레비전 시리즈 ""Everything Calls for Salvation""은 언제 개봉되었습니까?",모두가 구원을 바란다,"[""모두가 구원을 바란다"", ""모두가 구원을 바란다""]",False,False,False,False,0.0
Q114729513_1,gpt4o_mini,TV series,이탈리아 텔레비전 시리즈 '모든 것이 구원을 요구할 때'는 언제 방영되었나요?,모두가 구원을 바란다,"[""모두가 구원을 바란다"", ""모두가 구원을 바란다""]",False,False,False,False,0.3333
Q114729513_2,gpt4o,TV series,"TV 시리즈 ""모든 것이 구원을 부른다""의 주요 캐릭터는 누구입니까?",모두가 구원을 바란다,"[""모두가 구원을 바란다"", ""모두가 구원을 바란다""]",False,False,False,False,0.3333
Q114729513_2,gpt4o_mini,TV series,TV 시리즈 '모든 것들이 구원을 요구할 때'의 주요 등장인물은 누구인가요?,모두가 구원을 바란다,"[""모두가 구원을 바란다"", ""모두가 구원을 바란다""]",False,False,False,False,0.3333
Q1147583_0,gpt4o,Artwork,인간 실격,인간 실격,"[""인간 실격"", ""인간 실격""]",True,True,True,True,1.0
Q1147583_0,gpt4o_mini,Artwork,'인간 존재의 정체성'이 주제입니다.,인간 실격,"[""인간 실격"", ""인간 실격""]",False,False,False,False,0.5
Q1147583_1,gpt4o,Artwork,소설 '인간 실격'의 저자는 누구입니까?,인간 실격,"[""인간 실격"", ""인간 실격""]",True,True,True,True,1.0
Q1147583_1,gpt4o_mini,Artwork,소설 '인간실격'의 저자는 누구인가요?,인간 실격,"[""인간 실격"", ""인간 실격""]",False,False,True,True,1.0
Q1147583_2,gpt4o,Artwork,인간 실격은 어떤 종류의 예술 작품인가요?,인간 실격,"[""인간 실격"", ""인간 실격""]",True,True,True,True,1.0
Q1147583_2,gpt4o_mini,Artwork,『노르가 인간』은 어떤 종류의 예술 작품인가요?,인간 실격,"[""인간 실격"", ""인간 실격""]",False,False,False,False,0.5
Q1149593_0,gpt4o,Fictional entity,두오시 왕의 주목할 만한 특징이나 특성은 무엇인가요?,킹 두오시,"[""킹 두오시"", ""킹 두오시""]",False,False,False,False,0.75
Q1149593_0,gpt4o_mini,Fictional entity,왕 두오시의 주목할 만한 특징이나 특성은 무엇인가요?,킹 두오시,"[""킹 두오시"", ""킹 두오시""]",False,False,False,False,0.75
Q1149593_1,gpt4o,Fictional entity,이야기에서 두어시 왕은 어떤 역할을 하나요?,킹 두오시,"[""킹 두오시"", ""킹 두오시""]",False,False,False,False,0.25
Q1149593_1,gpt4o_mini,Fictional entity,왕 도시의 이야기에선 어떤 역할을 하나요?,킹 두오시,"[""킹 두오시"", ""킹 두오시""]",False,False,False,False,0.25
Q1149593_2,gpt4o,Fictional entity,왕 두오쓰의 캐릭터는 소설의 전체 플롯에 어떻게 기여하나요?,킹 두오시,"[""킹 두오시"", ""킹 두오시""]",False,False,False,False,0.5
Q1149593_2,gpt4o_mini,Fictional entity,왕 두오시의 캐릭터가 소설의 전반적인 줄거리에는 어떻게 기여하나요?,킹 두오시,"[""킹 두오시"", ""킹 두오시""]",False,False,False,False,0.75
Q1167579_0,gpt4o,Movie,《Village of the Damned》의 주요 배우는 누군가요?,저주받은 마을,"[""저주받은 마을"", ""저주받은 도시"", ""저주받은 도시"", ""저주받은 마을""]",False,False,False,False,0.1667
Q1167579_0,gpt4o_mini,Movie,Village of the Damned의 주연 배우는 누구인가요?,저주받은 마을,"[""저주받은 마을"", ""저주받은 도시"", ""저주받은 도시"", ""저주받은 마을""]",False,False,False,False,0.1667
Q1167579_1,gpt4o,Movie,"1995년 영화 ""Village of the Damned""의 감독은 누구인가요?",저주받은 마을,"[""저주받은 마을"", ""저주받은 도시"", ""저주받은 도시"", ""저주받은 마을""]",False,False,False,False,0.1667
Q1167579_1,gpt4o_mini,Movie,1995년 영화 '저주받은 마을'의 감독은 누구인가요?,저주받은 마을,"[""저주받은 마을"", ""저주받은 도시"", ""저주받은 도시"", ""저주받은 마을""]",True,True,True,True,1.0
Q1167579_2,gpt4o,Movie,《Village of the Damned》는 언제 개봉되었나요?,저주받은 마을,"[""저주받은 마을"", ""저주받은 도시"", ""저주받은 도시"", ""저주받은 마을""]",False,False,False,False,0.0
Q1167579_2,gpt4o_mini,Movie,저주받은 마을은 언제 개봉되었나요?,저주받은 마을,"[""저주받은 마을"", ""저주받은 도시"", ""저주받은 도시"", ""저주받은 마을""]",True,True,True,True,1.0
Q1190902_0,gpt4o,Landmark,오흐톳니 랴트의 중요성은 무엇입니까?,오호트니랴트역,"[""오호트니랴트역"", ""오호트니 랴트 역""]",False,False,False,False,0.4286
Q1190902_0,gpt4o_mini,Landmark,오호트니 리야드의 중요성은 무엇인가요?,오호트니랴트역,"[""오호트니랴트역"", ""오호트니 랴트 역""]",False,False,False,False,0.5714
Q1190902_1,gpt4o,Landmark,오호트니 랴드 어디에 있나요?,오호트니랴트역,"[""오호트니랴트역"", ""오호트니 랴트 역""]",False,False,False,False,0.7143
Q1190902_1,gpt4o_mini,Landmark,오호트니 라디는 어디에 위치해 있나요?,오호트니랴트역,"[""오호트니랴트역"", ""오호트니 랴트 역""]",False,False,False,False,0.5714
Q1190902_2,gpt4o,Landmark,오호트니 랴드는 어떤 유형의 랜드마크입니까?,오호트니랴트역,"[""오호트니랴트역"", ""오호트니 랴트 역""]",False,False,False,False,0.7143
Q1190902_2,gpt4o_mini,Landmark,오흐토니 랴드(Okhotny Ryad)는 어떤 유형의 랜드마크인가요?,오호트니랴트역,"[""오호트니랴트역"", ""오호트니 랴트 역""]",False,False,False,False,0.2857
Q1193688_0,gpt4o,Movie,"""The Hanging Tree""는 어떤 장르에 속하나요?",교수목,"[""교수목"", ""교수목""]",False,False,False,False,0.0
Q1193688_0,gpt4o_mini,Movie,"""The Hanging Tree""는 어떤 장르에 속하나요?",교수목,"[""교수목"", ""교수목""]",False,False,False,False,0.0
Q1193688_1,gpt4o,Movie,<em>The Hanging Tree</em>는 언제 출시되었나요?,교수목,"[""교수목"", ""교수목""]",False,False,False,False,0.0
Q1193688_1,gpt4o_mini,Movie,“행잉 트리”는 언제 발매되었나요?,교수목,"[""교수목"", ""교수목""]",False,False,False,False,0.0
Q1193688_2,gpt4o,Movie,"""The Hanging Tree""의 주요 배우는 누구였나요?",교수목,"[""교수목"", ""교수목""]",False,False,False,False,0.0
Q1193688_2,gpt4o_mini,Movie,"""The Hanging Tree""의 주요 배우들은 누구였나요?",교수목,"[""교수목"", ""교수목""]",False,False,False,False,0.0
Q1194336_0,gpt4o,Artwork,마르스의 들판과 연관된 예술 작품 유형은 무엇인가요?,화성 필드,"[""화성 필드"", ""마르스 광장""]",False,False,False,False,0.6
Q1194336_0,gpt4o_mini,Artwork,마르스 들판과 관련된 예술 작품의 종류는 무엇인가요?,화성 필드,"[""화성 필드"", ""마르스 광장""]",False,False,False,False,0.6
Q1194336_1,gpt4o,Artwork,필드 오브 마즈는 러시아의 어디에 위치해 있나요?,화성 필드,"[""화성 필드"", ""마르스 광장""]",False,False,False,False,0.5
Q1194336_1,gpt4o_mini,Artwork,러시아의 마르스 필드는 어디에 있습니까?,화성 필드,"[""화성 필드"", ""마르스 광장""]",False,False,False,False,0.6
Q1194336_2,gpt4o,Artwork,마르스 광장의 형태는 어떻게 묘사하시겠습니까?,화성 필드,"[""화성 필드"", ""마르스 광장""]",False,True,False,True,1.0
Q1194336_2,gpt4o_mini,Artwork,화성의 형태는 어떻게 설명할 수 있나요?,화성 필드,"[""화성 필드"", ""마르스 광장""]",False,False,False,False,0.5
Q1199794_0,gpt4o,Artwork,로스트 호라이즌의 주인공은 누구입니까?,잃어버린 지평선,"[""잃어버린 지평선"", ""잃어버린 지평선"", ""잃어버린 지평선""]",False,False,False,False,0.0
Q1199794_0,gpt4o_mini,Artwork,《잃어버린 지평선》의 주인공은 누구인가요?,잃어버린 지평선,"[""잃어버린 지평선"", ""잃어버린 지평선"", ""잃어버린 지평선""]",True,True,True,True,1.0
Q1199794_1,gpt4o,Artwork,<번역> Lost Horizon은 언제 처음 출판되었나요?,잃어버린 지평선,"[""잃어버린 지평선"", ""잃어버린 지평선""]",False,False,False,False,0.0
Q1199794_1,gpt4o_mini,Artwork,로스트 호라이즌은 처음에 언제 출판되었나요?,잃어버린 지평선,"[""잃어버린 지평선"", ""잃어버린 지평선""]",False,False,False,False,0.0
Q1199794_2,gpt4o,Artwork,"""잃어버린 지평선""은 어떤 종류의 책인가요?",잃어버린 지평선,"[""잃어버린 지평선"", ""잃어버린 지평선""]",True,True,True,True,1.0
